price_reference_date,context_start_date,target_date,prediction_date,target_date_sol_price,prediction_date_sol_price,actual_change_pct,tweets,predicted_price,predicted_change_pct,llm_reasoning,llm_reflection,btc_price_array,eth_price_array,sol_price_array,sp_price_array,btc_30d_change_pct,eth_30d_change_pct,sol_30d_change_pct,sp500_30d_change_pct
2024-07-25,2024-07-30,2024-08-01,2024-08-02,171.83,167.66,-2.4268172030495347,,,,,,"[65375.88, 65771.81, 67911.81, 67808.66, 68259.05, 66819.05, 66201.27, 64625.84]","[3336.36, 3174.05, 3275.89, 3247.51, 3271.45, 3320.64, 3278.69, 3231.25]","[178.03, 171.96, 183.14, 184.09, 184.89, 182.77, 179.11, 171.83]","[5433.67, 5476.55, 5478.73, 5505.59, 5537.84, 5376.63]",2.8346673952384833,-6.051381353616062,17.218091274984655,-2.375150705227828
2024-08-01,2024-08-06,2024-08-08,2024-08-09,144.63,162.93,12.652976560879496,,,,,,"[64625.84, 65353.5, 61414.81, 60676.09, 58110.3, 53991.35, 56040.63, 55030.03]","[3231.25, 3201.6, 2985.95, 2903.09, 2686.03, 2417.27, 2458.99, 2336.92]","[171.83, 167.66, 152.64, 142.92, 138.05, 129.86, 144.09, 144.63]","[5376.63, 5151.14, 5206.42, 5293.13, 5252.57, 5314.66]",-2.9531466582957995,-22.587783225122568,3.647699584348576,-4.9470065781237205
2024-08-08,2024-08-13,2024-08-15,2024-08-16,143.92,142.74,-0.8198999444135482,,,,,,"[55030.03, 61728.21, 60881.23, 60944.89, 58719.39, 59356.21, 60611.05, 58733.26]","[2336.92, 2683.72, 2599.58, 2609.97, 2553.5, 2724.3, 2703.59, 2662.89]","[144.63, 162.93, 156.46, 153.96, 141.53, 146.45, 146.71, 143.92]","[5314.66, 5351.88, 5376.98, 5442.36, 5501.13, 5530.5]",-9.3404556218918,-23.61494374867332,-9.920510734180397,-1.4183423736245664
2024-08-15,2024-08-20,2024-08-22,2024-08-23,142.71,143.26,0.3853969588676216,,,,,,"[58733.26, 57560.27, 58893.53, 59468.13, 58480.71, 59493.45, 59014.99, 61168.32]","[2662.89, 2570.09, 2593.17, 2614.11, 2612.72, 2637.31, 2573.11, 2630.86]","[143.92, 142.74, 139.33, 141.8, 142.59, 144.35, 142.33, 142.71]","[5530.5, 5557.23, 5602.88, 5603.09, 5637.77, 5602.49]",-9.493969058131418,-23.538626528364286,-20.264834059671465,1.7554088022899257
2024-08-22,2024-08-27,2024-08-29,2024-08-30,143.89,140.05,-2.6687052609632187,,,,,,"[61168.32, 60380.95, 64103.87, 64176.37, 64342.23, 62879.71, 59507.93, 59027.47]","[2630.86, 2622.92, 2765.48, 2769.1, 2749.25, 2681.62, 2458.9, 2528.36]","[142.71, 143.26, 153.11, 160.73, 158.91, 157.24, 146.9, 143.89]","[5602.49, 5639.66, 5602.89, 5624.51, 5607.3, 5612.74]",-11.660716517220765,-23.85925604702707,-21.272637741423654,1.946203767443628
2024-08-29,2024-09-03,2024-09-05,2024-09-06,133.6,129.33,-3.1961077844311245,,,,,,"[59027.47, 59388.6, 59117.48, 58969.8, 57326.97, 59106.19, 57430.35, 57971.7]","[2528.36, 2528.73, 2525.86, 2513.42, 2427.97, 2538.16, 2420.19, 2448.99]","[143.89, 140.05, 138.1, 135.37, 128.69, 135.0, 127.58, 133.6]","[5612.74, 5623.89, 5506.68, 5520.08, 5507.33]",7.372199435650338,1.3122241205988492,2.8800246419220548,4.046754944616886
2024-09-05,2024-09-10,2024-09-12,2024-09-13,132.5,136.14,2.7471698113207443,,,,,,"[57971.7, 56160.19, 53949.09, 54147.93, 54851.89, 57020.1, 57650.29, 57343.17]","[2448.99, 2367.7, 2223.93, 2274.44, 2297.9, 2358.5, 2389.6, 2339.84]","[133.6, 129.33, 124.99, 127.72, 129.99, 135.03, 135.63, 132.5]","[5507.33, 5442.07, 5490.51, 5496.42, 5557.48, 5603.34]",-3.391456428906092,-14.112249018096392,-9.525435302150898,2.957907966396939
2024-09-12,2024-09-17,2024-09-19,2024-09-20,133.99,142.84,6.604970520188069,,,,,,"[57343.17, 58130.32, 60569.12, 60000.73, 59185.23, 58192.51, 60309.0, 61651.16]","[2339.84, 2361.74, 2441.58, 2418.27, 2320.89, 2295.28, 2341.73, 2369.37]","[132.5, 136.14, 139.1, 137.18, 131.5, 131.47, 131.54, 133.99]","[5603.34, 5615.21, 5655.51, 5641.68, 5702.63, 5709.64]",3.6268026144054626,-10.159594435238938,-7.177000346380316,1.9016292795582468
2024-09-19,2024-09-24,2024-09-26,2024-09-27,148.02,155.58,5.107417916497772,,,,,,"[61651.16, 62941.43, 63184.34, 63396.8, 63643.1, 63326.84, 64302.59, 63138.55]","[2369.37, 2464.78, 2560.88, 2615.85, 2582.77, 2648.48, 2654.36, 2579.22]","[133.99, 142.84, 146.57, 149.53, 144.8, 144.81, 152.89, 148.02]","[5709.64, 5711.9, 5727.66, 5733.65, 5762.22, 5755.36]",0.4116431198553615,-3.818587271872976,-5.863647926736198,2.3264248796783975
2024-09-26,2024-10-01,2024-10-03,2024-10-04,140.38,136.79,-2.5573443510471603,,,,,,"[63138.55, 65180.66, 65792.18, 65888.9, 65634.66, 63335.61, 60836.32, 60632.48]","[2579.22, 2632.24, 2695.82, 2677.63, 2659.29, 2603.26, 2448.88, 2365.21]","[148.02, 155.58, 157.75, 156.91, 158.63, 152.62, 145.29, 140.38]","[5755.36, 5726.52, 5757.73, 5698.14, 5698.19, 5737.48]",2.582284528913132,-6.8139912377470235,3.985185185185182,4.19127314461707
2024-10-03,2024-10-08,2024-10-10,2024-10-11,139.31,138.89,-0.3014858947670777,,,,,,"[60632.48, 60754.63, 62067.61, 62084.99, 62819.11, 62221.64, 62131.73, 60581.93]","[2365.21, 2349.73, 2414.85, 2415.53, 2439.94, 2421.98, 2439.84, 2368.27]","[140.38, 136.79, 143.17, 142.71, 146.44, 143.99, 143.4, 139.31]","[5737.48, 5737.8, 5719.14, 5751.8, 5778.36, 5775.09]",6.246621805293224,0.4142463430146271,3.1696660001481165,5.070027399652866
2024-10-10,2024-10-15,2024-10-17,2024-10-18,154.24,150.32,-2.54149377593362,,,,,,"[60581.93, 60275.46, 62444.62, 63192.95, 62848.4, 66050.37, 67042.46, 67617.08]","[2368.27, 2383.94, 2436.52, 2476.52, 2467.65, 2629.02, 2606.02, 2611.19]","[139.31, 138.89, 145.38, 146.5, 147.57, 157.45, 154.72, 154.24]","[5775.09, 5829.81, 5866.74, 5816.58, 5875.62, 5859.43]",16.19550351067517,13.763462409814917,17.319540579599916,3.859665915117483
2024-10-17,2024-10-22,2024-10-24,2024-10-25,171.11,177.16,3.5357372450470352,,,,,,"[67617.08, 67419.11, 68418.98, 68364.18, 69002.0, 67360.7, 67362.38, 66653.7]","[2611.19, 2604.81, 2641.49, 2648.67, 2746.31, 2665.66, 2620.09, 2523.61]","[154.24, 150.32, 154.98, 159.64, 166.94, 166.22, 167.26, 171.11]","[5859.43, 5857.82, 5832.7, 5834.5, 5817.8, 5826.75]",5.2534754615894315,-4.714779798223883,18.16172916235067,1.6237475255727218
2024-10-24,2024-10-29,2024-10-31,2024-11-01,174.93,168.43,-3.715772023094952,,,,,,"[66653.7, 68165.3, 66628.73, 67023.48, 67922.67, 69910.05, 72715.37, 72335.05]","[2523.61, 2534.45, 2436.05, 2479.94, 2505.59, 2565.42, 2637.64, 2657.21]","[171.11, 177.16, 164.76, 170.71, 176.55, 178.1, 179.36, 174.93]","[5826.75, 5833.93, 5819.68, 5832.65, 5775.34, 5723.22]",14.2091313243845,2.0724015273157432,14.618005503865811,0.4401436258147382
2024-10-31,2024-11-05,2024-11-07,2024-11-08,186.95,196.33,5.01738432736027,,,,,,"[72335.05, 70216.9, 69486.02, 69296.38, 68742.13, 67811.17, 69358.5, 75637.09]","[2657.21, 2515.87, 2512.21, 2491.09, 2456.1, 2397.04, 2422.54, 2724.01]","[174.93, 168.43, 166.26, 166.01, 162.55, 157.75, 166.72, 186.95]","[5723.22, 5725.15, 5722.43, 5864.89, 5947.21, 5976.76]",21.560746389841213,12.470375477914772,29.835405236474735,3.911123474390626
2024-11-07,2024-11-12,2024-11-14,2024-11-15,215.18,209.24,-2.7604795984756936,,,,,,"[75637.09, 75902.84, 76556.19, 76775.55, 80471.41, 88705.56, 87929.97, 90574.88]","[2724.01, 2895.6, 2962.79, 3130.73, 3191.66, 3375.15, 3244.54, 3192.52]","[186.95, 196.33, 199.94, 200.2, 210.61, 222.64, 212.21, 215.18]","[5976.76, 6008.86, 6003.6, 5985.75, 5989.68, 5912.79]",37.130011535136006,21.43384226822162,36.66560812956495,1.654064759704157
2024-11-14,2024-11-19,2024-11-21,2024-11-22,235.43,257.08,9.195939345028236,,,,,,"[90574.88, 87284.18, 91064.37, 90558.46, 89843.72, 90536.81, 92341.89, 94334.64]","[3192.52, 3059.53, 3089.74, 3133.31, 3075.72, 3208.25, 3111.12, 3072.06]","[215.18, 209.24, 218.57, 215.85, 237.58, 239.8, 238.09, 235.43]","[5912.79, 5874.17, 5870.05, 5914.34, 5940.58, 5944.36]",40.044031608935185,15.245755272615416,41.63758873781735,1.8829376981746453
2024-11-21,2024-11-26,2024-11-28,2024-11-29,242.3,237.76,-1.873710276516723,,,,,,"[94334.64, 98496.43, 99006.74, 97778.09, 98033.45, 93087.28, 91978.14, 95954.95]","[3072.06, 3360.65, 3331.65, 3397.0, 3364.6, 3412.95, 3326.03, 3656.61]","[235.43, 257.08, 256.52, 255.18, 252.92, 234.45, 230.97, 242.3]","[5944.36, 5992.28, 6000.03, 6014.11, 6003.98]",37.25487251117685,42.53455574525808,36.04716451431781,2.937429813206689
2024-11-28,2024-12-03,2024-12-05,2024-12-06,229.12,236.54,3.23847765363128,,,,,,"[95954.95, 95653.95, 97468.81, 96461.34, 97276.01, 95854.59, 95988.53, 98741.54]","[3656.61, 3579.91, 3593.6, 3706.62, 3710.5, 3643.74, 3620.04, 3840.84]","[242.3, 237.76, 243.55, 237.74, 237.07, 225.77, 234.2, 229.12]","[6003.98, 6040.11, 6042.97, 6069.39, 6089.03, 6081.38]",45.61250012350472,60.232620231619,45.24247226624406,3.6912883276583153
2024-12-05,2024-12-10,2024-12-12,2024-12-13,227.45,227.03,-0.1846559683446856,,,,,,"[98741.54, 97074.23, 99916.71, 99921.91, 101237.06, 97441.23, 96656.06, 101167.8]","[3840.84, 3792.21, 4006.03, 4007.69, 4006.1, 3719.0, 3631.28, 3833.17]","[229.12, 236.54, 237.05, 239.49, 237.46, 217.33, 213.84, 227.45]","[6081.38, 6083.01, 6057.59, 6060.15, 6074.29, 6068.17]",14.048995350460563,13.570359835859149,2.1604383758533965,1.3769368917846565
2024-12-12,2024-12-17,2024-12-19,2024-12-20,206.38,194.28,-5.86297121814129,,,,,,"[101167.8, 100046.65, 101451.44, 101373.53, 104293.58, 106030.69, 106147.3, 100070.69]","[3833.17, 3883.03, 3910.85, 3868.44, 3951.65, 3987.33, 3886.89, 3619.58]","[227.45, 227.03, 224.84, 219.84, 223.66, 216.33, 222.82, 206.38]","[6068.17, 6063.79, 6052.55, 6047.65, 5912.71, 5842.0]",10.5303908984644,12.821008337878904,-13.936613844870733,-1.223128869831632
2024-12-19,2024-12-24,2024-12-26,2024-12-27,197.48,188.22,-4.689082438727968,,,,,,"[100070.69, 97484.7, 97756.2, 97218.32, 95099.39, 94684.34, 98675.91, 99297.7]","[3619.58, 3417.93, 3472.59, 3337.0, 3277.51, 3415.74, 3491.96, 3493.3]","[206.38, 194.28, 194.21, 181.29, 180.17, 189.75, 196.99, 197.48]","[5842.0, 5940.25, 5984.63, 6024.97, 6006.17]",6.671609697909315,2.3542683016159147,-15.768820644060568,-0.1320228595752256
2024-12-26,2024-12-31,2025-01-02,2025-01-03,193.87,207.77,7.169752927219274,,,,,,"[99297.7, 95704.98, 94160.19, 95174.05, 93527.2, 92643.25, 93425.1, 94416.29]","[3493.3, 3331.05, 3328.77, 3397.86, 3349.59, 3356.39, 3332.41, 3353.41]","[197.48, 188.22, 183.83, 195.02, 189.74, 191.05, 189.27, 193.87]","[6006.17, 5920.67, 5919.74, 5903.26, 5891.07]",-1.5005019582265209,-7.967912090324774,-14.129423749833904,-2.938021778135869
2025-01-02,2025-01-07,2025-01-09,2025-01-10,197.56,185.01,-6.352500506175344,,,,,,"[94416.29, 96881.73, 98106.99, 98233.91, 98314.95, 102248.85, 96924.16, 95043.48]","[3353.41, 3451.68, 3605.2, 3657.74, 3634.11, 3688.34, 3381.62, 3326.36]","[193.87, 207.77, 217.75, 216.62, 213.39, 218.41, 202.23, 197.56]","[5891.07, 5982.81, 5993.26, 5910.66, 5890.35]",-2.4607140119228794,-10.557676794837318,-9.096765287811166,-2.801910843790983
2025-01-09,2025-01-14,2025-01-16,2025-01-17,205.92,211.23,2.5786713286713296,,,,,,"[95043.48, 92494.49, 94700.84, 94565.73, 94488.89, 94519.01, 96534.05, 100505.3]","[3326.36, 3219.5, 3267.52, 3282.15, 3266.1, 3135.67, 3223.68, 3450.31]","[197.56, 185.01, 187.57, 188.0, 188.55, 182.83, 187.5, 205.92]","[5890.35, 5782.02, 5859.27, 5905.21, 5963.61, 5995.4]",-5.21112330778947,-13.468160398060858,-4.812092636250185,-0.863971956049044
2025-01-16,2025-01-21,2025-01-23,2025-01-24,257.24,253.46,-1.4694448763800347,,,,,,"[100505.3, 100025.77, 104124.95, 104411.29, 101083.75, 102052.58, 106136.38, 103657.67]","[3450.31, 3308.19, 3473.56, 3305.4, 3208.93, 3278.44, 3327.24, 3240.48]","[205.92, 211.23, 219.62, 261.87, 250.62, 242.24, 250.41, 257.24]","[5995.4, 6014.12, 6081.39, 6076.32, 6121.43]",9.477100437094457,-5.130952590068324,35.567852437417656,2.285855600095581
2025-01-23,2025-01-28,2025-01-30,2025-01-31,227.95,239.02,4.856328142136443,,,,,,"[103657.67, 103965.67, 104824.03, 104713.21, 102680.3, 102095.41, 101317.52, 103709.34]","[3240.48, 3334.81, 3309.71, 3317.29, 3235.86, 3179.09, 3076.38, 3113.29]","[257.24, 253.46, 253.37, 256.07, 240.89, 235.07, 227.2, 227.95]","[6121.43, 5969.04, 6026.97, 6057.7, 6050.75, 6096.79]",11.944842176845045,-7.242900854787433,19.31431562418214,2.9908408139546703
2025-01-30,2025-02-04,2025-02-06,2025-02-07,195.99,189.76,-3.178733608857604,,,,,,"[103709.34, 104737.56, 102402.8, 100661.54, 97681.1, 101398.72, 97878.01, 96610.64]","[3113.29, 3247.87, 3298.82, 3118.61, 2868.08, 2883.82, 2735.23, 2787.66]","[227.95, 239.02, 231.64, 213.78, 203.12, 216.15, 207.08, 195.99]","[6096.79, 5969.65, 5998.14, 6020.45, 6072.22, 6083.13]",-5.514203827231315,-24.41965762375487,-10.26509775193443,2.917948249434078
2025-02-06,2025-02-11,2025-02-13,2025-02-14,196.77,194.45,-1.1790415205570064,,,,,,"[96610.64, 96581.32, 96533.26, 96481.31, 96499.46, 97438.13, 95745.7, 97888.75]","[2787.66, 2688.9, 2623.0, 2632.58, 2628.65, 2661.32, 2602.83, 2737.03]","[195.99, 189.76, 192.2, 199.59, 200.5, 200.36, 197.98, 196.77]","[6083.13, 6046.4, 6049.32, 6025.08, 6060.59, 6115.52]",3.565145254906929,-12.713072485306164,7.6245692720013105,3.5614313462180074
2025-02-13,2025-02-18,2025-02-20,2025-02-21,169.01,176.04,4.159517188332052,,,,,,"[97888.75, 96623.37, 97508.38, 97580.49, 96179.01, 95773.81, 95532.53, 96632.68]","[2737.03, 2675.94, 2726.07, 2693.56, 2663.23, 2743.02, 2669.21, 2715.68]","[196.77, 194.45, 199.89, 194.48, 188.49, 177.69, 169.09, 169.01]","[6115.52, 6121.6, 6117.76, 6134.5, 6114.1]",-5.310889739387293,-17.165481143470682,-30.230350066050203,0.5378704539587172
2025-02-20,2025-02-25,2025-02-27,2025-02-28,134.83,137.62,2.069272417117846,,,,,,"[96632.68, 98340.67, 96134.2, 96577.8, 96277.96, 91437.12, 88638.89, 84076.86]","[2715.68, 2740.02, 2660.04, 2764.03, 2820.46, 2514.21, 2493.38, 2331.51]","[169.01, 176.04, 168.89, 172.16, 168.04, 141.99, 144.1, 134.83]","[6114.1, 6026.69, 5982.73, 5970.87, 5981.88, 5856.74]",-17.648736608237336,-26.66108855049715,-42.64261709278087,-3.3174307080244985
2025-02-27,2025-03-04,2025-03-06,2025-03-07,146.27,143.36,-1.9894715252615005,,,,,,"[84076.86, 84705.63, 84373.87, 86036.26, 94248.42, 86064.07, 87222.95, 90622.36]","[2331.51, 2305.56, 2237.94, 2216.52, 2519.53, 2145.65, 2169.99, 2241.91]","[134.83, 137.62, 148.03, 143.68, 178.5, 142.03, 144.92, 146.27]","[5856.74, 5968.33, 5811.98, 5781.36, 5785.87, 5726.01]",-10.627708120970365,-22.259017553106652,-32.3294008790192,-4.890664319112352
2025-03-06,2025-03-11,2025-03-13,2025-03-14,126.58,123.29,-2.5991467846421172,,,,,,"[90622.36, 89963.28, 86742.66, 86154.3, 80597.15, 78523.88, 82857.38, 83724.92]","[2241.91, 2202.5, 2139.8, 2201.71, 2015.43, 1859.78, 1919.66, 1909.02]","[146.27, 143.36, 139.21, 136.94, 126.44, 118.29, 125.26, 126.58]","[5726.01, 5705.37, 5603.65, 5624.84, 5594.45, 5563.85]",-14.073761473049624,-28.267927194024026,-36.82371730884408,-7.6551680641584765
2025-03-13,2025-03-18,2025-03-20,2025-03-21,135.57,127.5,-5.952644390351844,,,,,,"[83724.92, 81066.99, 83968.41, 84333.32, 82576.34, 84075.72, 82718.8, 86872.95]","[1909.02, 1863.0, 1909.53, 1937.38, 1887.45, 1927.01, 1932.54, 2057.95]","[126.58, 123.29, 133.31, 135.92, 125.99, 128.16, 125.31, 135.57]","[5563.85, 5635.6, 5654.53, 5632.37, 5646.92, 5630.73]",-9.293626305563077,-24.975027524407412,-23.704203950700663,-7.96092033685533
2025-03-20,2025-03-25,2025-03-27,2025-03-28,137.29,138.35,0.7720882802826151,,,,,,"[86872.95, 84164.54, 84046.26, 83831.9, 86070.93, 87512.82, 87460.23, 86896.26]","[2057.95, 1981.85, 1964.94, 1979.98, 2005.72, 2078.57, 2067.51, 2008.94]","[135.57, 127.5, 128.43, 128.48, 132.6, 140.87, 143.82, 137.29]","[5630.73, 5718.08, 5775.96, 5771.66, 5695.64, 5679.2]",-4.966101294528962,-20.09657108992487,-3.310092260018323,-4.884882772527288
2025-03-27,2025-04-01,2025-04-03,2025-04-04,117.75,117.06,-0.5859872611464948,,,,,,"[86896.26, 87185.23, 84352.07, 82596.98, 82336.06, 82551.92, 85180.61, 82487.48]","[2008.94, 2002.41, 1895.55, 1827.31, 1806.32, 1823.56, 1905.48, 1794.98]","[137.29, 138.35, 129.42, 124.59, 124.64, 124.7, 126.68, 117.75]","[5679.2, 5527.91, 5597.53, 5580.76, 5492.74, 5292.14]",-4.155729562871023,-16.34329923333256,-17.094979933816802,-8.462022776647698
2025-04-03,2025-04-08,2025-04-10,2025-04-11,119.06,112.81,-5.249454056778094,,,,,,"[82487.48, 83100.25, 83844.7, 83504.51, 78221.34, 79218.48, 76273.56, 82565.98]","[1794.98, 1815.61, 1815.34, 1805.96, 1576.95, 1554.93, 1472.6, 1668.2]","[117.75, 117.06, 122.79, 120.26, 105.71, 106.91, 105.51, 119.06]","[5292.14, 4953.79, 5193.57, 4965.28, 5353.15, 5255.56]",5.147606053088552,-10.301218423684515,0.6509425986981114,-6.565164520235238
2025-04-10,2025-04-15,2025-04-17,2025-04-18,131.45,134.7,2.472422974515025,,,,,,"[82565.98, 79625.05, 83404.52, 85279.47, 83694.52, 84539.7, 83674.51, 84030.67]","[1668.2, 1522.47, 1567.16, 1643.5, 1596.88, 1622.77, 1589.03, 1578.01]","[119.06, 112.81, 121.53, 132.26, 128.58, 129.31, 126.26, 131.45]","[5255.56, 5441.96, 5411.99, 5335.75, 5305.45]",-0.0535826514480077,-18.11095946570075,2.5671036204744007,-5.804306180169274
2025-04-17,2025-04-22,2025-04-24,2025-04-25,151.15,152.32,0.7740654978498097,,,,,,"[84030.67, 84900.19, 84450.87, 85066.07, 85171.54, 87521.88, 93427.59, 93692.4]","[1578.01, 1582.4, 1588.97, 1612.97, 1587.46, 1579.82, 1757.2, 1795.98]","[131.45, 134.7, 134.07, 139.75, 137.77, 136.7, 148.74, 151.15]","[5232.94, 5207.67, 5395.92, 5381.38, 5489.73]",7.061342555296454,-13.595404532924082,7.29750834102364,-4.884729869742852
2025-04-24,2025-04-29,2025-05-01,2025-05-02,147.64,150.84,2.167434299647804,,,,,,"[93692.4, 93954.25, 94714.65, 94660.91, 93755.3, 94981.86, 94286.47, 94212.86]","[1795.98, 1770.0, 1786.53, 1822.18, 1792.45, 1798.91, 1799.21, 1794.04]","[151.15, 152.32, 150.92, 149.29, 148.25, 147.81, 146.43, 147.64]","[5489.73, 5529.22, 5508.87, 5499.44, 5625.14, 5645.88]",14.125583027021058,-1.6188115554190692,18.396150761828377,1.1668661615980598
2025-05-01,2025-05-06,2025-05-08,2025-05-09,147.22,163.96,11.37073767151203,,,,,,"[94212.86, 96494.97, 96904.63, 95877.19, 94319.56, 94748.38, 96800.2, 97034.25]","[1794.04, 1839.17, 1842.72, 1833.65, 1808.7, 1819.73, 1815.02, 1811.55]","[147.64, 150.84, 148.05, 146.8, 143.99, 146.7, 146.77, 147.22]","[5645.88, 5655.32, 5605.87, 5614.18, 5663.6, 5679.65]",22.489411561544735,16.5036368196639,37.70461135534562,14.387305449038118
2025-05-08,2025-05-13,2025-05-15,2025-05-16,176.71,169.01,-4.357421764472875,,,,,,"[97034.25, 103239.13, 102973.71, 104701.07, 104106.96, 102812.49, 104167.33, 103538.83]","[1811.55, 2206.13, 2345.76, 2582.71, 2510.29, 2496.34, 2680.26, 2610.03]","[147.22, 163.96, 172.83, 177.62, 173.04, 174.25, 184.01, 176.71]","[5679.65, 5807.2, 5854.15, 5896.74, 5869.82, 5929.09]",22.473618903308157,60.83794992512803,36.656097749594,11.120086210935671
2025-05-15,2025-05-20,2025-05-22,2025-05-23,173.68,179.69,3.4603869184707454,,,,,,"[103538.83, 103735.66, 103489.29, 103186.95, 106430.53, 105605.41, 106791.31, 109673.49]","[2610.03, 2547.06, 2536.3, 2475.77, 2498.8, 2529.14, 2524.16, 2552.77]","[176.71, 169.01, 167.33, 165.93, 173.84, 166.86, 168.48, 173.68]","[5929.09, 5902.88, 5944.66, 5910.18, 5841.26, 5781.89]",25.309796818806905,61.5861300654505,27.051938551572803,7.152997079274716
2025-05-22,2025-05-27,2025-05-29,2025-05-30,172.19,166.59,-3.252221383355592,,,,,,"[109673.49, 111679.36, 107278.51, 107802.27, 109023.78, 109440.41, 108992.17, 107795.57]","[2552.77, 2664.08, 2526.39, 2530.89, 2551.38, 2564.14, 2663.01, 2681.84]","[173.68, 179.69, 173.84, 176.03, 175.73, 174.91, 176.81, 172.19]","[5781.89, 5854.07, 5925.54, 5939.96, 5903.67]",13.49069180157138,49.08138817394978,16.494147892564776,7.350384766448957
2025-05-29,2025-06-03,2025-06-05,2025-06-06,153.36,144.54,-5.751173708920201,,,,,,"[107795.57, 105646.21, 103994.72, 104637.3, 105649.81, 105888.48, 105434.37, 104750.78]","[2681.84, 2632.84, 2529.83, 2529.1, 2536.18, 2607.2, 2593.48, 2608.61]","[172.19, 166.59, 156.24, 156.64, 157.78, 157.0, 155.34, 153.36]","[5903.67, 5896.68, 5938.56, 5978.94, 5985.67, 5987.06]",10.556803187558453,43.35148620949262,4.539877300613514,6.641753559736241
2025-06-05,2025-06-10,2025-06-12,2025-06-13,161.06,152.79,-5.134732397864156,,,,,,"[104750.78, 101574.37, 104390.65, 105617.51, 105793.02, 110295.69, 110261.8, 108685.91]","[2608.61, 2416.46, 2477.18, 2526.19, 2510.84, 2681.29, 2813.74, 2773.6]","[153.36, 144.54, 147.91, 150.13, 152.43, 161.09, 165.03, 161.06]","[5987.06, 6004.63, 6009.91, 6049.38, 6009.9, 6000.56]",5.712749491817578,11.106660150460264,-7.569583931133428,1.7606338417498586
2025-06-12,2025-06-17,2025-06-19,2025-06-20,146.36,147.07,0.485105220005452,,,,,,"[108685.91, 105924.59, 106108.09, 105464.84, 105555.59, 106794.12, 104602.07, 104886.77]","[2773.6, 2651.92, 2579.72, 2533.18, 2547.23, 2540.31, 2510.82, 2524.4]","[161.06, 152.79, 148.63, 144.76, 152.81, 150.86, 147.75, 146.36]","[6000.56, 6004.0, 6012.15, 5987.93, 5999.67]",-0.6804954405271467,-0.1874154851056003,-12.285748531703224,1.5141670812056447
2025-06-19,2025-06-24,2025-06-26,2025-06-27,143.51,139.06,-3.1008292105079707,,,,,,"[104886.77, 104681.03, 103315.08, 102212.03, 100987.48, 105571.52, 106047.41, 107375.07]","[2524.4, 2521.53, 2407.35, 2298.84, 2228.48, 2421.83, 2448.74, 2419.15]","[146.36, 147.07, 140.17, 135.2, 131.62, 144.85, 145.95, 143.51]","[5999.67, 5969.67, 6061.21, 6104.23, 6112.09, 6150.7]",-1.8871822574495072,-5.654527443899311,-17.952089646103715,3.7998224634379287
2025-06-26,2025-07-01,2025-07-03,2025-07-04,152.23,152.4,0.111673126190643,,,,,,"[107375.07, 106954.92, 107090.55, 107327.82, 108383.44, 107144.38, 105703.1, 108845.02]","[2419.15, 2416.02, 2423.93, 2437.11, 2500.61, 2486.43, 2405.86, 2570.8]","[143.51, 139.06, 142.19, 150.83, 153.35, 154.74, 146.93, 152.23]","[6150.7, 6193.36, 6187.25, 6193.88, 6246.46]",2.7921262067412886,-1.396133783369118,-3.038216560509561,4.474371711373595
2025-07-03,2025-07-08,2025-07-10,2025-07-11,157.28,164.06,4.3107833163784335,,,,,,"[108845.02, 109635.66, 108015.84, 108231.19, 109235.33, 108298.23, 108950.27, 111329.2]","[2570.8, 2590.85, 2508.1, 2517.28, 2571.4, 2542.97, 2615.51, 2770.74]","[152.23, 152.4, 147.76, 147.64, 151.87, 148.87, 151.81, 157.28]","[6259.04, 6234.03, 6243.33, 6266.8, 6255.68]",0.9370357082856046,3.3360807670934447,-2.365137500775965,3.410266837262665
2025-07-08,2025-07-13,2025-07-15,2025-07-16,,163.96,,,,,,,"[108298.23, 108950.27, 111329.2, 115986.23, 117530.71, 117432.2, 119115.79, 119850.57]","[2542.97, 2615.51, 2770.74, 2954.83, 2958.33, 2942.85, 2973.23]","[148.87, 151.81, 157.28, 164.06, 162.88, 160.68, 161.19]","[6243.33, 6266.8, 6255.68, 6255.15, 6295.29, 6257.46]",13.640308940875473,17.371446166478506,11.34982039237359,4.2215189873417724
